sampleid	Extraction_ID	Location	Sitename	Lat	Long	Habitat	Date	Time	Family	Genus	species	Tax	Weight	TL	SL	SI	Diet	Microbiome	AE1	AE2	Gonads	GW	LW	Otolith	Sex	Month
167	T158	Tetiaroa	TO7	-17.00007	-149.5899	Slope	3.11.18	11.00-12.10	Chaetodontidae	Chaetodon	ornatissimus	CHAEORNA	95.2	14.6	12	Y	corallivore	Y	Y	Y	Y	5.064	0.953	Y	F	NA
205	A41	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Chaetodontidae	Chaetodon	ornatissimus	CHAEORNA	126	16	13.5	Y	corallivore	Y	Y	Y	N	0.107	1.03	Y	M	NA
208	A47	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Chaetodontidae	Chaetodon	ornatissimus	CHAEORNA	155.7	17.4	13.8	Y	corallivore	Y	Y	Y	Y	0.104	1.519	Y	M	NA
211	A50	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Chaetodontidae	Chaetodon	ornatissimus	CHAEORNA	147.2	16.5	13	Y	corallivore	Y	Y	Y	Y	0.742	1.343	Y	F	NA
215	A62	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Chaetodontidae	Chaetodon	ornatissimus	CHAEORNA	176	17.5	14.5	Y	corallivore	Y	Y	Y	N	NA	1.632	Y	NA	NA
222	A70	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Chaetodontidae	Chaetodon	ornatissimus	CHAEORNA	125.4	15.9	13.2	Y	corallivore	Y	Y	Y	Y	0.057	1.422	Y	M	NA
226	A76	Mangareva	C1	-23.06875	-135.0078	Slope	15.06.18	9.30-13.00	Chaetodontidae	Chaetodon	ornatissimus	CHAEORNA	94.4	14	12	Y	corallivore	Y	Y	Y	N	NA	0.326	N	M	NA
234	A85	Mangareva	C1	-23.06875	-135.0078	Slope	15.06.18	9.30-13.00	Chaetodontidae	Chaetodon	ornatissimus	CHAEORNA	80.4	14	12	Y	corallivore	Y	Y	Y	Y	0.181	0.29	N	F	NA
245	A100	Mangareva	C1	-23.06875	-135.0078	Slope	15.06.18	9.30-13.00	Chaetodontidae	Chaetodon	ornatissimus	CHAEORNA	87.8	13.9	11.1	Y	corallivore	Y	Y	Y	Y	0.162	0.485	Y	F	NA
14	F77	Moorea	Manava	-17.47294	-149.80658	Slope	22/03/2018	10:40-11:50	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	53.5	11.8	9.2	Y	corallivore	Y	N	Y	N	NA	NA	NA	NA	March
20	F127	Moorea	PetitVillage	-17.49824	-149.92755	Slope	26/03/2018	10:00-10:45	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	56.4	12.2	10.5	Y	corallivore	Y	Y	Y	N	NA	NA	NA	NA	March
31	F217	Moorea	Tamae	-17.50781	-149.76033	Slope	31/03/2018	11:45-14:00	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	59.1	12.3	10.9	Y	corallivore	Y	Y	Y	N	NA	NA	NA	NA	March
44	F275	Moorea	LastPass	-17.47321	-149.78116	Lagoon	2/7/2018	10:45-11:50	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	69.6	13	10	Y	corallivore	Y	N	Y	Y	0.195	0.396	NA	F	July
49	F300	Moorea	TiaharaPass	-17.48229	-149.88779	Slope	3/7/2018	10.15-11.55	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	48.3	11.9	9.7	Y	corallivore	Y	Y	Y	Y	0.033	0.73	NA	M	July
50	F301	Moorea	TiaharaPass	-17.48229	-149.88779	Slope	3/7/2018	10.15-11.55	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	31.2	10.4	7.5	Y	corallivore	Y	N	Y	N	NA	NA	NA	NA	July
56	F320	Moorea	Chrisp	-17.47584	-149.83394	Slope	4/7/2018	10.00-12.00	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	53.6	11.5	9	Y	corallivore	Y	Y	Y	N	NA	0.579	NA	NA	July
57	F321	Moorea	Chrisp	-17.47584	-149.83394	Slope	4/7/2018	10.00-12.00	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	55.5	12.1	10	Y	corallivore	Y	Y	Y	N	NA	0.326	NA	NA	July
79	T004	Tetiaroa	TO1	-17.5791	-149.79355	Slope	27.10.18	10.00-11.30	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	71.5	13.9	11.4	Y	corallivore	Y	Y	Y	Y	1.433	0.677	Y	F	NA
80	T005	Tetiaroa	TO1	-17.5791	-149.79355	Slope	27.10.18	10.00-11.30	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	85.1	14.7	11.9	Y	corallivore	Y	Y	Y	Y	0.232	1.032	Y	M	NA
83	T010	Tetiaroa	TO1	-17.5791	-149.79355	Slope	27.10.18	10.00-11.30	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	236.9	13.3	10.7	Y	corallivore	Y	Y	Y	Y	2.459	0.69	Y	F	NA
95	T027	Tetiaroa	TO2	-17.00736	-149.59448	Slope	27.10.18	12.10-13.45	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	79.7	14.1	11.9	Y	corallivore	Y	N	Y	N	0.232	0.83	Y	M	NA
96	T028	Tetiaroa	TO2	-17.00736	-149.59448	Slope	27.10.18	12.10-13.45	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	68.2	13.5	11.1	Y	corallivore	Y	Y	Y	Y	0.725	0.575	Y	F	NA
97	T030	Tetiaroa	TO2	-17.00736	-149.59448	Slope	27.10.18	12.10-13.45	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	43.4	12.2	10.1	Y	corallivore	Y	Y	Y	Y	NA	0.431	Y	NA	NA
108	T045	Tetiaroa	TO3	-17.00743	-149.59453	Slope	28.10.18	10.40-12.00	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	78.2	12.8	9.8	Y	corallivore	Y	Y	Y	Y	0.215	0.976	Y	M	NA
109	T047	Tetiaroa	TO3	-17.00743	-149.59453	Slope	28.10.18	10.40-12.00	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	80.7	12.5	10.5	Y	corallivore	Y	Y	Y	Y	0.312	0.485	N	M	NA
154	T137	Tetiaroa	TO5	-17.00358	-149.59195	Slope	30.10.18	13.15-14.45	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	67.4	13.3	11	Y	corallivore	Y	Y	Y	Y	0.15	0.933	N	M	NA
155	T138	Tetiaroa	TO5	-17.00358	-149.59195	Slope	30.10.18	13.15-14.45	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	62.4	13.5	11.2	Y	corallivore	Y	Y	Y	Y	1.635	0.723	Y	F	NA
169	T160	Tetiaroa	TO7	-17.00007	-149.5899	Slope	3.11.18	11.00-12.10	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	135.9	13.9	11.5	Y	corallivore	Y	Y	Y	Y	1.245	1.313	Y	M	NA
173	T164	Tetiaroa	TO7	-17.00007	-149.5899	Slope	3.11.18	11.00-12.10	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	56.8	12.2	9.8	Y	corallivore	Y	Y	Y	Y	0.167	0.496	Y	F	NA
193	A20	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	58.7	12	9.5	Y	corallivore	Y	N	Y	N	NA	NA	N	NA	NA
195	A23	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	55	22.5	20.5	Y	corallivore	Y	Y	Y	N	NA	NA	N	NA	NA
197	A26	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	62	12.5	11	Y	corallivore	Y	Y	Y	N	NA	NA	N	NA	NA
203	A37	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	68.9	13.2	10.1	Y	corallivore	Y	N	Y	Y	0.2	NA	N	F	NA
218	A66	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	85.5	14.5	11.7	Y	corallivore	Y	N	N	Y	0.108	0.926	N	F	NA
219	A67	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	109.4	14.5	11.4	Y	corallivore	Y	Y	Y	Y	0.601	1.324	Y	F	NA
220	A68	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	81.2	14	11	Y	corallivore	Y	Y	Y	Y	NA	0.132	N	NA	NA
221	A69	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	102.9	15.1	11.8	Y	corallivore	Y	N	Y	Y	0.656	1.327	Y	F	NA
248	A108	Mangareva	C1	-23.06875	-135.0078	Slope	15.06.18	9.30-13.00	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	52.9	13.6	10.5	Y	corallivore	Y	Y	Y	Y	0.233	0.606	Y	F	NA
280	A175	Mangareva	E1	-23.080922	-135.016362	Lagoon	17.06.18	10.00-14.00	Chaetodontidae	Chaetodon	reticulatus	CHAERETI	63.6	13	10	Y	corallivore	Y	N	Y	Y	0.144	0.39	N	F	NA
1	F3	Moorea	BoatRamp	-17.48498	-149.85851	Slope	18/03/2018	11:00-13:00	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	97.3	16.2	12.5	Y	herbivore	Y	N	Y	N	NA	NA	NA	NA	March
2	F4	Moorea	BoatRamp	-17.48498	-149.85851	Slope	18/03/2018	11:00-13:00	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	80.8	15.2	13	Y	herbivore	Y	N	Y	N	NA	NA	NA	NA	March
4	F16	Moorea	OpunohuLeft	-17.49011	-149.8553	Lagoon	18/03/2018	15:30-16:15	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	70.9	15	13	Y	herbivore	Y	N	Y	N	NA	NA	NA	NA	March
6	F27	Moorea	OpunohuPass	-17.48483	-149.86743	Slope	20/03/2018	10:00-11:30	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	117.1	17.5	14.6	Y	herbivore	Y	N	Y	N	NA	NA	NA	NA	March
7	F37	Moorea	OpunohuEntrance	-17.48959	-149.86676	Lagoon	20/03/2018	12:00-12:40	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	142.3	18.5	16	Y	herbivore	Y	N	Y	N	NA	NA	NA	NA	March
8	F38	Moorea	OpunohuEntrance	-17.48959	-149.86676	Lagoon	20/03/2018	12:00-12:40	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	115.9	16.5	15	Y	herbivore	Y	N	Y	N	NA	NA	NA	NA	March
11	F52	Moorea	OpunohuEntrance2	-17.48959	-149.86676	Lagoon	21/03/2018	10:00-11:30	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	94.6	16.8	13.8	Y	herbivore	Y	N	Y	N	NA	NA	NA	NA	March
46	F281	Moorea	LastPass	-17.47321	-149.78116	Lagoon	2/7/2018	10:45-11:50	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	121.7	17.5	14	Y	herbivore	Y	Y	Y	N	NA	0.88	NA	NA	July
47	F286	Moorea	LastPass	-17.47321	-149.78116	Lagoon	2/7/2018	10:45-11:50	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	125.9	17.5	14	Y	herbivore	Y	Y	Y	Y	0.137	0.791	NA	M	July
65	F385	Moorea	AlexSite	-17.484337	-149.89367	Lagoon	9/7/2018	10.45-12.20	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	60.7	13.7	9.6	Y	herbivore	Y	Y	Y	Y	0.712	0.427	NA	F	July
77	T001	Tetiaroa	TO1	-17.5791	-149.79355	Slope	27.10.18	10.00-11.30	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	85.3	14.8	12.1	Y	herbivore	Y	Y	Y	Y	0.091	0.629	Y	M	NA
110	T052	Tetiaroa	TO3	-17.00743	-149.59453	Slope	28.10.18	10.40-12.00	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	78.6	15.8	12.7	Y	herbivore	Y	Y	Y	N	NA	0.478	Y	NA	NA
123	T085	Tetiaroa	TL1	-17.00431	-149.57365	Lagoon	29.10.18	10.30-11.40	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	26	11.6	9.2	Y	herbivore	Y	Y	Y	N	NA	0.183	Y	NA	NA
124	T086	Tetiaroa	TL1	-17.00431	-149.57365	Lagoon	29.10.18	10.30-11.40	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	24.5	11.1	9	Y	herbivore	Y	Y	Y	N	NA	0.097	Y	NA	NA
125	T087	Tetiaroa	TL1	-17.00431	-149.57365	Lagoon	29.10.18	10.30-11.40	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	63.6	14	11.1	Y	herbivore	Y	Y	Y	N	NA	0.304	Y	NA	NA
126	T088	Tetiaroa	TL1	-17.00431	-149.57365	Lagoon	29.10.18	10.30-11.40	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	41.6	13.6	10.3	Y	herbivore	Y	Y	Y	N	0.016	0.283	Y	M	NA
127	T090	Tetiaroa	TL1	-17.00431	-149.57365	Lagoon	29.10.18	10.30-11.40	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	26	11.9	8.9	Y	herbivore	Y	Y	Y	N	NA	NA	Y	NA	NA
144	T126	Tetiaroa	TO5	-17.00358	-149.59195	Slope	30.10.18	13.15-14.45	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	86.3	15.1	11	Y	herbivore	Y	N	Y	N	NA	0.165	Y	NA	NA
145	T127	Tetiaroa	TO5	-17.00358	-149.59195	Slope	30.10.18	13.15-14.45	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	107.3	16.5	13.5	Y	herbivore	Y	Y	Y	Y	0.124	0.367	Y	M	NA
146	T128	Tetiaroa	TO5	-17.00358	-149.59195	Slope	30.10.18	13.15-14.45	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	99	16.9	13.4	Y	herbivore	Y	Y	Y	Y	0.14	0.69	Y	M	NA
147	T129	Tetiaroa	TO5	-17.00358	-149.59195	Slope	30.10.18	13.15-14.45	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	112.4	16.9	13.6	Y	herbivore	Y	Y	Y	Y	0.155	0.865	Y	M	NA
153	T136	Tetiaroa	TO5	-17.00358	-149.59195	Slope	30.10.18	13.15-14.45	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	57.6	13.7	11	Y	herbivore	Y	Y	Y	Y	0.691	0.486	Y	F	NA
188	A6	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	53	12.9	10.5	Y	herbivore	Y	N	Y	Y	0.1	NA	N	M	NA
189	A8	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	75.8	14.9	11.5	Y	herbivore	Y	Y	Y	N	NA	NA	N	NA	NA
225	A75	Mangareva	C2	-23.077614	-135.013461	Lagoon	15.06.18	13.00-14.00	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	57.5	14.5	11.1	Y	herbivore	Y	Y	Y	Y	0.026	0.338	Y	M	NA
227	A77	Mangareva	C1	-23.06875	-135.0078	Slope	15.06.18	9.30-13.00	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	39.4	12	9.1	Y	herbivore	Y	N	Y	N	NA	0.098	Y	NA	NA
229	A79	Mangareva	C1	-23.06875	-135.0078	Slope	15.06.18	9.30-13.00	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	41.7	12.4	9.5	Y	herbivore	Y	N	Y	Y	0.123	0.221	Y	F	NA
231	A81	Mangareva	C1	-23.06875	-135.0078	Slope	15.06.18	9.30-13.00	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	32	11	9.2	Y	herbivore	Y	N	Y	Y	NA	NA	Y	NA	NA
232	A82	Mangareva	C2	-23.077614	-135.013461	Lagoon	15.06.18	13.00-14.00	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	55.5	13.5	9.8	Y	herbivore	Y	N	Y	N	NA	0.305	Y	M	NA
265	A144	Mangareva	D2	-23.08718	-134.97366	Lagoon	16.06.18	11.00-14.00	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	70.4	13.5	10.4	Y	herbivore	Y	N	Y	Y	0.025	0.795	N	M	NA
266	A146	Mangareva	D2	-23.08718	-134.97366	Lagoon	16.06.18	11.00-14.00	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	63.8	14.1	10.1	Y	herbivore	Y	N	Y	N	NA	0.505	Y	M	NA
267	A148	Mangareva	D2	-23.08718	-134.97366	Lagoon	16.06.18	11.00-14.00	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	35.3	10.9	7.8	Y	herbivore	Y	N	Y	N	NA	0.148	N	NA	NA
270	A153	Mangareva	D2	-23.08718	-134.97366	Lagoon	16.06.18	11.00-14.00	Acanthuridae	Zebrasoma	scopas	ZEBRSCOP	54.3	12	9.1	Y	herbivore	Y	Y	Y	Y	0.024	0.362	Y	M	NA
25	F172	Moorea	SailingSchool	-17.49203	-149.85416	Lagoon	29/03/2018	10:00-11:40	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	81.5	17	11	Y	planktivore	Y	N	Y	N	NA	NA	NA	NA	March
26	F180	Moorea	SailingSchool	-17.49203	-149.85416	Lagoon	29/03/2018	10:00-11:40	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	76.3	16.5	12.8	Y	planktivore	Y	N	Y	N	NA	NA	NA	NA	March
30	F202	Moorea	TheHangover	-17.54487	-149.90109	Lagoon	30/03/2018	10:45-12:40	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	117.6	17.4	13.3	Y	planktivore	Y	Y	Y	N	NA	NA	NA	NA	March
67	F391	Moorea	AlexSite	-17.484337	-149.89367	Lagoon	9/7/2018	10.45-12.20	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	40.8	12.9	9.2	Y	planktivore	Y	N	Y	Y	0.155	0.374	NA	F	July
68	F392	Moorea	AlexSite	-17.484337	-149.89367	Lagoon	9/7/2018	10.45-12.20	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	59.7	14.9	10.8	Y	planktivore	Y	N	Y	Y	0.082	0.486	NA	M	July
69	F393	Moorea	AlexSite	-17.484337	-149.89367	Lagoon	9/7/2018	10.45-12.20	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	65.5	16.5	12	Y	planktivore	Y	Y	N	Y	0.441	NA	NA	F	July
84	T011	Tetiaroa	TO1	-17.5791	-149.79355	Slope	27.10.18	10.00-11.30	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	67.2	17.3	13.3	Y	planktivore	Y	Y	Y	Y	2.541	0.778	Y	F	NA
85	T013	Tetiaroa	TO1	-17.5791	-149.79355	Slope	27.10.18	10.00-11.30	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	97.6	17.4	12.6	Y	planktivore	Y	N	Y	Y	0.983	0.334	Y	M	NA
98	T031	Tetiaroa	TO2	-17.00736	-149.59448	Slope	27.10.18	12.10-13.45	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	86.8	18.1	12.9	Y	planktivore	Y	Y	Y	Y	3.811	0.433	Y	F	NA
103	T036	Tetiaroa	TO2	-17.00736	-149.59448	Slope	27.10.18	12.10-13.45	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	93	18.8	13.7	Y	planktivore	Y	Y	Y	Y	0.468	0.473	Y	M	NA
148	T131	Tetiaroa	TO5	-17.00358	-149.59195	Slope	30.10.18	13.15-14.45	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	82.1	17.9	13	Y	planktivore	Y	Y	Y	Y	0.503	0.705	Y	M	NA
149	T132	Tetiaroa	TO5	-17.00358	-149.59195	Slope	30.10.18	13.15-14.45	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	55.2	15.8	11.1	Y	planktivore	Y	Y	Y	Y	0.175	0.287	Y	F	NA
150	T133	Tetiaroa	TO5	-17.00358	-149.59195	Slope	30.10.18	13.15-14.45	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	66	16.9	12.3	Y	planktivore	Y	Y	Y	Y	0.353	0.347	Y	M	NA
151	T134	Tetiaroa	TO5	-17.00358	-149.59195	Slope	30.10.18	13.15-14.45	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	66	16.3	11.4	Y	planktivore	Y	Y	Y	Y	0.139	0.369	Y	M	NA
152	T135	Tetiaroa	TO5	-17.00358	-149.59195	Slope	30.10.18	13.15-14.45	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	27	12.9	9.1	Y	planktivore	Y	Y	Y	N	NA	0.097	Y	M	NA
168	T159	Tetiaroa	TO7	-17.00007	-149.5899	Slope	3.11.18	11.00-12.10	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	86.3	18	14	Y	planktivore	Y	Y	Y	Y	0.145	1.645	Y	M	NA
172	T163	Tetiaroa	TO7	-17.00007	-149.5899	Slope	3.11.18	11.00-12.10	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	79.8	16.2	11.7	Y	planktivore	Y	Y	Y	Y	0.177	0.676	Y	M	NA
254	A123	Mangareva	D2	-23.08718	-134.97366	Lagoon	16.06.18	11.00-14.00	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	75.5	15.9	11.4	Y	planktivore	Y	N	Y	Y	0.429	0.638	Y	M	NA
256	A125	Mangareva	D2	-23.08718	-134.97366	Lagoon	16.06.18	11.00-14.00	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	71.5	16.6	12.2	Y	planktivore	Y	N	Y	Y	0.214	0.372	Y	M	NA
257	A129	Mangareva	D2	-23.08718	-134.97366	Lagoon	16.06.18	11.00-14.00	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	73.4	15.8	10.7	Y	planktivore	Y	N	Y	Y	0.197	0.33	Y	M	NA
258	A132	Mangareva	D2	-23.08718	-134.97366	Lagoon	16.06.18	11.00-14.00	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	74.5	15.5	10.4	Y	planktivore	Y	N	N	Y	0.227	0.222	Y	M	NA
259	A135	Mangareva	D2	-23.08718	-134.97366	Lagoon	16.06.18	11.00-14.00	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	76.5	15.9	11.4	Y	planktivore	Y	N	Y	Y	0.223	0.487	Y	M	NA
260	A136	Mangareva	D2	-23.08718	-134.97366	Lagoon	16.06.18	11.00-14.00	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	64.1	14.9	11	Y	planktivore	Y	N	Y	Y	0.382	0.442	Y	F	NA
273	A166	Mangareva	E1	-23.080922	-135.016362	Lagoon	17.06.18	10.00-14.00	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	88.2	17.2	12.5	Y	planktivore	Y	N	Y	Y	0.122	0.718	Y	M	NA
274	A167	Mangareva	E1	-23.080922	-135.016362	Lagoon	17.06.18	10.00-14.00	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	73.4	15.1	10.6	Y	planktivore	Y	Y	Y	Y	0.484	0.565	Y	F	NA
276	A170	Mangareva	E1	-23.080922	-135.016362	Lagoon	17.06.18	10.00-14.00	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	73.9	15.4	10.5	Y	planktivore	Y	Y	N	Y	0.469	0.734	Y	F	NA
277	A172	Mangareva	E1	-23.080922	-135.016362	Lagoon	17.06.18	10.00-14.00	Pomacentridae	Abudefduf	sexfasciatus	ABUDSEXF	75.7	16.2	11.6	Y	planktivore	Y	Y	N	Y	0.06	0.226	Y	M	NA
A14	A14	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Labridae	Chlorurus	spilurus	CHLOSPIL	71.4	24.5	19	Y	detritivore	Y	N	Y	Y	0.1	NA	N	M	June
A22	A22	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Labridae	Chlorurus	spilurus	CHLOSPIL	114.5	18.9	14.5	Y	detritivore	Y	Y	Y	Y	0.5	NA	N	F	June
A24	A24	Mangareva	A2	-23.07165	-135.0064	Lagoon	13.06.18	10.00-15.00	Labridae	Chlorurus	spilurus	CHLOSPIL	203.7	21	17.2	Y	detritivore	Y	Y	Y	N	NA	NA	N	M	June
A53	A53	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Labridae	Chlorurus	spilurus	CHLOSPIL	225.7	21.9	17.5	Y	detritivore	Y	N	Y	Y	0.318	6.863	Y	IP	June
A56	A56	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Labridae	Chlorurus	spilurus	CHLOSPIL	208.8	21.5	16.9	Y	detritivore	Y	Y	Y	Y	0.732	6.525	Y	IP	June
A60	A60	Mangareva	B1	-23.15397	-135.0599	Lagoon	14.06.18	10.00-14.00	Labridae	Chlorurus	spilurus	CHLOSPIL	176.1	20.4	15.5	Y	detritivore	Y	Y	Y	Y	0.333	3.32	Y	IP	June
A71	A71	Mangareva	C2	-23.077614	-135.013461	Lagoon	14.06.18	13.00-14.00	Labridae	Chlorurus	spilurus	CHLOSPIL	262.9	23.4	17.3	Y	detritivore	Y	Y	Y	Y	0.2	3.9	Y	M	June
A115	A115	Mangareva	D2	-23.08718	-134.97366	Lagoon	15.06.18	11.00-14.00	Labridae	Chlorurus	spilurus	CHLOSPIL	450	30.2	23.5	Y	detritivore	Y	Y	Y	Y	0.188	11.343	Y	M	June
A117	A117	Mangareva	D2	-23.08718	-134.97366	Lagoon	15.06.18	11.00-14.00	Labridae	Chlorurus	spilurus	CHLOSPIL	500	29.5	23	Y	detritivore	Y	Y	Y	Y	0.425	17.38	Y	M	June
A120	A120	Mangareva	D2	-23.08718	-134.97366	Lagoon	16.06.18	11.00-14.00	Labridae	Chlorurus	spilurus	CHLOSPIL	450	29.5	22.4	Y	detritivore	Y	Y	Y	N	NA	1.347	Y	TP	June
F31	F31	Moorea	OpunohuPass	-17.48483	-149.86743	Slope	20/03/2018	10:00-11:30	Labridae	Chlorurus	spilurus	CHLOSPIL	137.9	17.5	16.2	Y	detritivore	Y	N	Y	N	NA	NA	NA	NA	March
F51	F51	Moorea	OpunohuEntrance2	-17.48959	-149.86676	Lagoon	21/03/2018	10:00-11:30	Labridae	Chlorurus	spilurus	CHLOSPIL	100.4	18	14	Y	detritivore	Y	N	Y	N	NA	NA	NA	F	March
F54	F54	Moorea	OpunohuEntrance2	-17.48959	-149.86676	Lagoon	21/03/2018	10:00-11:30	Labridae	Chlorurus	spilurus	CHLOSPIL	155.5	18.5	15	Y	detritivore	Y	N	Y	N	NA	NA	NA	F	March
F60	F60	Moorea	Manava	-17.47294	-149.80658	Slope	22/03/2018	10:40-11:50	Labridae	Chlorurus	spilurus	CHLOSPIL	418.2	47.5	21	Y	detritivore	Y	N	Y	N	NA	NA	NA	M	March
